시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
선부경로식당,"경기도 안산시 단원구 선부광장1로 166, 201호(선부동)",경기도 안산시 단원구 선부동 1071-9,안산선민회,031-417-1119,선부경로식당,가정형편 등 부득이한 사유로 식사를 거르는 60세 이상 노인,중식(11:30-13:00),월+화+수+목+금,2000-12-01,,37.33282651,126.8078418,2022-12-12,3930000,경기도 안산시
우리함께다문화 지역아동센터,경기도 안산시 단원구 관산2길 17-1,경기도 안산시 단원구 원곡동 778-4,우리함께다문화,031-493-7955,우리함께다문화 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,2008-10-20,,37.33001065,126.7971962,2022-12-12,3930000,경기도 안산시
온누리 지역아동센터,"경기도 안산시 단원구 신천로 8, 1층(원곡동)",경기도 안산시 단원구 원곡동 950-2,온누리,070-4439-1700,온누리지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,2016-08-09,,37.33556922,126.7947349,2022-12-12,3930000,경기도 안산시
의창복지회관,경상남도 창원시 의창구 의안로50번길 4-1 (소답동),경상남도 창원시 의창구 소답동 105-2,스마일자원봉사단,055-251-6150,의창복지회관 무료급식소,60세이상 저소득 결식우려 노인,중식(11:30~12:30),월+화+수+목+금+토,2021-01-01,2021-12-31,35.26591017,128.624305,2021-10-18,5670000,경상남도 창원시
명서주민복지회관,경상남도 창원시 의창구 우곡로101번길 30-3 (명서동),경상남도 창원시 의창구 명서동 111-1,명곡동주민자치위원회,055-237-9547,명서주민복지회관,60세이상 저소득 결식우려 노인,중식(11:30~12:30),월+화+수+목+금,2021-01-01,2021-12-31,35.24313921,128.6421129,2021-10-18,5670000,경상남도 창원시
사림복지회관,경상남도 창원시 의창구 사림로16번길 37 (사림동),경상남도 창원시 의창구 사림동 87-9,창원시자원봉사회,055-281-6150,사림복지회관 무료급식소,60세이상 저소득 결식우려 노인,중식(11:30~12:30),월+화+수+목+금,2021-01-01,2021-12-31,35.24489404,128.6791998594,2021-10-18,5670000,경상남도 창원시
북정경로식당,울산광역시 중구 도서관길 42 (북정동),,해남사,052-211-3340,북정경로식당,"만 60세이상 저소득 노인, 독거노인 등",중식 (11:00~12:00),월+화+수+목+금,1997-02-13,,35.55964711,129.3209472,2022-12-15,3690000,울산광역시 중구
반지복지회관 무료급식소,경상남도 창원시 성산구 반지로15번길 16(반지동),경상남도 창원시 성산구 반지동 99,경남정보 사회연구소,055-265-0021,반지복지회관,60세이상 저소득 결식우려 노인,중식(11:30~12:30),월+화+수+목+금,2017-01-01,2017-12-31,35.241058,128.658797,2021-10-18,5670000,경상남도 창원시
사파복지회관 무료급식소,경상남도 창원시 성산구 창이대로707번길12-20(사파동),경상남도 창원시 성산구 사파동 72-2,자비사,055-285-2181,사파복지회관,60세이상 저소득 결식우려 노인,중식(11:30~12:30),월+화+수+목+금,2017-01-01,2017-12-31,35.22130745,128.702691,2021-10-18,5670000,경상남도 창원시
덕성경로당,전라남도 담양군 금성면 덕성길 44-15,전라남도 담양군 금성면 덕성리 815-15,덕성경로당,061-383-6494,덕성경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.35135841,127.0524203,2022-10-26,4850000,전라남도 담양군
죽림경로당,전라남도 담양군 금성면 봉황죽림길 12-4,전라남도 담양군 금성면 봉황리 445-3,죽림경로당,,죽림경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.31418174,127.0440373,2022-10-26,4850000,전라남도 담양군
분통경로당,전라남도 담양군 용면 분통길 73,전라남도 담양군 용면 용연리 151,분통경로당,061-381-5590,분통경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.42263392,127.0283675,2022-10-26,4850000,전라남도 담양군
복리암경로장,전라남도 담양군 용면 복리암길 103,전라남도 담양군 용면 월계리 372,복일암경로당,061-381-5590,복리암경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.41424463,126.9879733,2022-10-26,4850000,전라남도 담양군
서평경로당,전라남도 담양군 용면 장찬길 82-41,전라남도 담양군 용면 두장리 929-6,서평경로당,061-383-6096,서평경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.35013468,126.985201,2022-10-26,4850000,전라남도 담양군
도동경로식당,전라남도 담양군 월산면 도동길 30,전라남도 담양군 월산면 용흥리 142-1,도동경로식당,061-382-1544,도동경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.35448732,126.9241783,2022-10-26,4850000,전라남도 담양군
송정경로당,전라남도 담양군 월산면 화방송정길 9,전라남도 담양군 월산면 화방리 581-29,송정경로당,061-381-7264,송정경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.33919259,126.9544575,2022-10-26,4850000,전라남도 담양군
가곡(용흥2),전라남도 담양군 월산면 용흥사길 216,전라남도 담양군 월산면 용흥리 298-6,가곡(용흥2),,가곡(용흥2)경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.35524205,126.9002845,2022-10-26,4850000,전라남도 담양군
황금2경로당,전라남도 담양군 수북면 황덕길 145-2,전라남도 담양군 수북면 황금리 312-4,황금2경로당,061-383-1144,황금2경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.26303121,126.9266094,2022-10-26,4850000,전라남도 담양군
개동(여)경로당,전라남도 담양군 수북면 개동길 24,전라남도 담양군 수북면 개동리 630-6,개동경로당,061-383-1144,개동경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.28254828,126.9413587,2022-10-26,4850000,전라남도 담양군
사창경로당,전라남도 담양군 수북면 사창동길 10-6,전라남도 담양군 수북면 수북리 723,사창경로당,061-382-1217,사창경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.2999945,126.9270578,2022-10-26,4850000,전라남도 담양군
대흥경로당,전라남도 담양군 수북면 대흥길 81,전라남도 담양군 수북면 대흥리 72-1,대흥경로당,061-381-0576,대흥경로당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2018-01-01,2022-12-31,35.29314869,126.9417575,2022-10-26,4850000,전라남도 담양군
다대종합사회복지관,부산광역시 사하구 다대로 440(다대동),,다대종합사회복지관,051-264-5420,다대종합사회복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:00),주 5회(월~금),2020-01-01,2020-12-31,35.06376973,128.9792661,2023-10-17,3340000,부산광역시 사하구
두송종합사회복지관,부산광역시 사하구 다송로 59(다대동),,두송종합사회복지관,051-265-9471,두송종합사회복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:30~12:30),주 5회(월~금),2020-01-01,2020-12-31,35.06274539,128.9854757,2023-10-17,3340000,부산광역시 사하구
몰운대종합사회복지관,부산광역시 사하구 다대낙조2길 17(다대동),,몰운대종합사회복지관,051-264-9033,몰운대종합사회복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:40~12:30),주 5회(월~금),2020-01-01,2020-12-31,35.05122829,128.9635507,2023-10-17,3340000,부산광역시 사하구
사하구종합사회복지관,부산광역시 사하구 감내2로 21(감천동),,사하구종합사회복지관,051-293-2688,사하구종합사회복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:30),주 6회(월~토),2020-01-01,2020-12-31,35.09446513,129.0077002,2023-10-17,3340000,부산광역시 사하구
사하사랑채노인복지관,부산광역시 사하구 사리로 35(괴정동),,사하사랑채노인복지관,051-293-9544,사하사랑채노인복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:40~13:00),주 5회(월~금),2020-01-01,2020-12-31,35.10303388,128.9987386,2023-10-17,3340000,부산광역시 사하구
신장림사랑채노인복지관,부산광역시 사하구 다대로 300번길 9(장림동),,신장림사랑채노인복지관,051-266-8515,신장림사랑채노인복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:40~13:00),주 5회(월~금),2020-01-01,2020-12-31,35.0750861,128.9763297,2023-10-17,3340000,부산광역시 사하구
제천가톨릭복지관(요셉의집),충청북도 제천시 명륜로13길 3(의림동),충청북도 제천시 의림동 31-3,제천가톨릭복지관(요셉의집),043-643-2871,제천가톨릭복지관(요셉의집),"65세 이상 어르신(수급, 차상위, 국가유공자)",중식(12:00 ~ 13:00),월 ~ 금,2021-01-01,2022-12-31,37.14153233,128.2114681,2023-10-17,4400000,충청북도 제천시
마산포교당 보현의집,경상남도 창원시 마산합포구 몽고정길 47(부림동),경상남도 창원시 마산합포구 부림동 83-339,통도사 마산포교당정법사,055-242-8393,정법사 맞은편 상가지하,60세이상 저소득 결식우려 노인,중식(11:20~12:30),월+화+수+목+금,2017-01-01,2017-12-31,35.20630936,128.5724994192,2021-10-18,5670000,경상남도 창원시
대한적십자사 마산무료급식소,경상남도 창원시 마산합포구 문화북5길 19(평화동),경상남도 창원시 마산합포구 평화동 12-5,대한적십자사 경남지사,055-278-2731,마산적십자사1층,60세이상 저소득 결식우려 노인,중식(11:30~12:00),월+화+수+목+금,2017-01-01,2017-12-31,35.18687512,128.558511,2021-10-18,5670000,경상남도 창원시
사랑의급식소,경상남도 창원시 마산합포구 월영북로 46(대내동),경상남도 창원시 마산합포구 대내동 1-8,마산종합사회복지관,055-223-9980,마산종합사회복지관 지하,60세이상 저소득 결식우려 노인,중식(11:20~12:00),월+화+수+목+금,2017-01-01,2017-12-31,35.183865,128.556478,2021-10-18,5670000,경상남도 창원시
자산동 섬김과나눔의집,경상남도 창원시 마산합포구 자산동 5길 1(자산동),경상남도 창원시 마산합포구 자산동 140-3,자산동 섬김과나눔의집 후원회,055-220-5620,자산동주민센터 지하,60세이상 저소득 결식우려 노인,중식(11:20~12:10),화+ 금,2017-01-01,2017-12-31,35.20550639,128.565445,2021-10-18,5670000,경상남도 창원시
마산YWCA무료급식소,경상남도 창원시 마산합포구 중앙북5길 20(중앙동3가),경상남도 창원시 마산합포구 중앙동3가 4-190,마산YWCA,055-246-8746,마산YWCA 2층,60세이상 저소득 결식우려 노인,중식(11:20~12:00),월+화+수+목+금,2017-01-01,2017-12-31,35.20024352,128.568591,2021-10-18,5670000,경상남도 창원시
나눔의집,경상남도 창원시 마산회원구 북성로 153-1(회원동),경상남도 창원시 마산회원구 회원동 362-17,나눔의집운영위원회,055-223-1052,나눔의집,결식우려가 있는 60세 이상 노인,중식(12:00~13:00),화+수+목,2017-01-01,2018-12-31,35.22096457,128.570425,2021-10-18,5670000,경상남도 창원시
내서종합사회복지관,경상남도 창원시 마산회원구 내서읍 상곡로49,경상남도 창원시 마산회원구 내서읍 상곡리 193,내서종합사회복지관,055-231-8017,내서종합사회복지관,결식우려가 있는 60세 이상 노인,중식(12:00~13:00),월+화+수+목+금,2017-01-01,2018-12-31,35.24365369,128.5000399,2021-10-18,5670000,경상남도 창원시
한마음의집,경상남도 창원시 마산회원구 양덕옛3길 5(석전동),경상남도 창원시 마산회원구 석전동 224-7,천주교마산교구,055-299-2471,한마음의집,결식우려가 있는 60세 이상 노인,중식(12:00~13:00),월+화+수+목+금,2017-01-01,2018-12-31,35.23448181,128.580558,2021-10-18,5670000,경상남도 창원시
회원동 사랑나눔의집,경상남도 창원시 마산회원구 무학로 608(회원동),경상남도 창원시 마산회원구 회원동 636-35,회원동사랑나눔의집,055-247-6880,회원동사랑나눔의집,결식우려가 있는 60세 이상 노인,중식(12:00~13:00),토,2017-01-01,2018-12-31,35.22091178,128.5634126,2021-10-18,5670000,경상남도 창원시
북면복지회관,경상남도 창원시 의창구 북면 정렬대로 1115,경상남도 창원시 의창구 북면 마산리 1284,북면노인대학,055-298-6523,북면노인대학,60세이상 저소득 결식우려 노인,중식(11:30~12:30),월+화+수+목,2021-01-01,2021-12-31,35.3462004968,128.6179601449,2021-10-18,5670000,경상남도 창원시
동읍노인복지회관,경상남도 창원시 의창구 동읍 동읍로19번길 2-10,경상남도 창원시 의창구 동읍 용잠리 437-28,동읍노인대학,055-251-8189,동읍노인복지회관,60세이상 저소득 결식우려 노인,중식(11:30~12:30),월+화+수+목+금,2021-01-01,2021-12-31,35.27999324,128.683938,2021-10-18,5670000,경상남도 창원시
담양노인복지관,전라남도 담양군 담양읍 죽향문화로 431-33,전라남도 담양군 담양읍 삼만리 443-10,담양노인복지관,061-380-1300,담양노인복지관,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2016-01-01,2022-12-31,35.33350275,126.9950288,2022-10-26,4850000,전라남도 담양군
북도면무료급식소,인천광역시 옹진군 북도면 시도로61번길 65-4,인천광역시 옹진군 북도면 시도리 364-2,옹진군자원봉사센터,032-899-2316,행복나눔터,저소득 및 소외계층,09:00~15:00,매월 둘째 넷째 목요일,2020-03-01,2022-12-30,37.53267769,126.4270352,2021-11-04,3580000,인천광역시 옹진군
북도면무료급식소,인천광역시 옹진군 북도면 장봉로 562,인천광역시 옹진군 북도면 장봉리 1055,옹진군자원봉사센터,032-899-2316,장봉다목적복지관,저소득 및 소외계층,09:00~15:00,매주 화요일,2020-03-01,2022-12-30,37.53462979,126.3372503,2021-11-04,3580000,인천광역시 옹진군
